symbol,Name,Rating,Fair Price,Expected Return,Base Return,Growth Potential,Liquid Position,Debt Position,Market Cap,Sector
ACHC,Acadia Healthcare Company Inc.,sell,16.6166154890146,-0.31612618766941986,0.023058074963227426,,0.08904061295136523,-0.5397040792678618,2562075018.0,Healthcare
ACHN,Achillion Pharmaceuticals Inc.,buy,3.030533787862111,0.49696585249872943,-0.022727989094765144,,0.45190286826929116,0.0003221905717525342,293866280.0,Healthcare
ACHV,Achieve Life Sciences Inc.,strong buy,3.23981352246605,1.7014635164646867,0.3422717419957384,,0.6737902785508367,0.6179327131656607,8266957.0,Healthcare
ACIA,Acacia Communications Inc.,buy,71.63636783677916,0.7455284650382122,0.03701640445465704,0.5196968835347213,0.12943726673268396,-0.008090872436300911,1726521788.0,Technology
ACIU,AC Immune SA,sell,8.415226225127443,-0.14971947537522884,-0.34962110092963805,,0.14329135632763546,-0.010858513525677127,724148918.0,Healthcare
ACIW,ACI Worldwide Inc.,hold,28.535011318041942,0.08371148429715738,-0.009712627521246797,-0.08002649074928336,0.06037535096335844,0.04340112757874026,3263667210.0,Technology
ACLS,Axcelis Technologies Inc.,buy,22.66739680663827,0.4290902608515064,-0.2569015940828785,0.2797592016861814,0.303033133907908,-0.07423989630755179,586983982.0,Technology
ACM,AECOM,buy,51.19235573317958,0.8361830605452529,-0.09121047968770135,0.013324579345774135,0.6441089506878226,0.18754042115734482,4563901015.0,Industrials
ACMR,ACM Research Inc.,strong buy,21.661995677631857,1.1513593326727443,0.16103100734629705,0.751448548624482,0.2125658010506013,-0.06396108702786396,168199286.0,Technology
ACN,Accenture plc Class A (Ireland),hold,151.63822296279778,0.12606619122310603,-0.07091366161100454,0.038508617239499054,0.06936116586310614,2.823850838429287e-05,97417238612.0,Technology
ACNB,ACNB Corporation,buy,61.52952105310623,0.7723717844232003,-0.18126108527322637,,0.12201470831614736,0.7276173382669007,259717221.0,Financial Services
ACOR,Acorda Therapeutics Inc.,strong buy,30.77737184978017,0.8725932314199095,0.25035917868735225,0.20314040914514164,0.3244902458308303,0.0271346150041345,810869680.0,Healthcare
ACP,Aberdeen Income Credit Strategies Fund,buy,13.90346410829888,0.292443594056317,0.11950692865218038,,,0.10546788265168572,148390717.0,Financial Services
ACRE,Ares Commercial Real Estate Corporation,buy,19.004388125812685,0.4340200024624193,0.014972586700700896,,0.006571873069576739,0.30280314481597226,411824910.0,Real Estate
ACRS,Aclaris Therapeutics Inc.,sell,3.6566975616396142,-0.4211049848504003,-0.4621171572600098,0.0,0.24263887225744263,-0.26909548260028404,292693766.0,Healthcare
ACRX,AcelRx Pharmaceuticals Inc.,sell,1.9626725148466588,-0.1805494107928905,-0.4621171572600098,0.0,0.17647413512607346,0.03762482858859495,161577980.0,Healthcare
ACST,Acasti Pharma Inc.,strong sell,-0.2834371021660813,-1.178998262609359,-0.5108377648985682,,0.0317010090384553,-0.767330289501697,89847852.0,Healthcare
ACTG,Acacia Research Corporation,hold,3.867236166565033,0.33127145156455323,-0.32835546585867637,0.039425367108624654,0.47548882306151175,0.07724394450064231,151896316.0,Industrials
ACU,Acme United Corporation.,strong buy,33.702900547528415,1.273948758215452,0.4144431387307579,0.007683246426501977,0.6357388274164646,0.11651546791197975,52220446.0,Consumer Defensive
ACV,AllianzGI Diversified Income & Convertible Fund of Beneficial Interest,hold,22.0793994110629,0.1310236676784095,0.06355488492595862,,,,214064353.0,Financial Services
ACY,AeroCentury Corp.,buy,12.422629356563313,0.3887538108030782,0.6316135418828808,0.30816138085559475,-0.9989103629522038,0.3222139090362548,15204472.0,Industrials
ADAP,Adaptimmune Therapeutics plc,strong buy,14.121871850301863,1.5277252026656671,0.2949317875272226,0.9630768616819148,0.21453376710897554,-0.012285996404896693,600234377.0,Healthcare
ADBE,Adobe Inc.,hold,258.323074693185,0.16608730570595065,-0.19806042645216526,0.2875522732321889,0.020940373861469075,-0.022985052916024595,115956119339.0,Technology
ADC,Agree Realty Corporation,sell,42.19175731157048,-0.22640255384087482,-0.14122668138202887,0.42097662802491076,0.008337700260324432,-0.5953974923871912,2286488795.0,Real Estate
ADES,Advanced Emissions Solutions Inc.,strong sell,5.673272617957631,-0.3265246518829797,-0.35120008173163353,-0.1864509121899901,0.09123494683034772,-0.029736065747354656,215686284.0,Industrials
ADI,Analog Devices Inc.,buy,122.26687974404072,0.44751389414825843,-0.05927173279564113,0.36770475594149254,0.03066429553926664,0.01851849015388618,33336569343.0,Technology
ADIL,Adial Pharmaceuticals Inc,sell,4.0631136868880775,-0.3495880770914404,-0.4197340790174158,,0.05447017113184449,-0.05179295195832001,46829681.0,Healthcare
ADM,Archer-Daniels-Midland Company,hold,47.94937280776296,0.22561110999846234,-0.019074708621607095,-0.2150184849982847,0.3618631732088249,-0.016802120280245414,24197411225.0,Consumer Defensive
ADMA,ADMA Biologics Inc,buy,3.703358425886483,0.1729489098827442,-0.2938848288789714,0.2973630415756301,0.19849730281890632,-0.09649538838527172,155276664.0,Healthcare
ADMP,Adamis Pharmaceuticals Corporation,sell,1.8013037789024886,-0.2233565011442072,-0.44458872919368375,-0.002089168339834635,0.14478450799339404,0.011068105643466275,120120049.0,Healthcare
ADMS,Adamas Pharmaceuticals Inc.,hold,9.149088952551722,0.05977777977541415,-0.4621171572600098,0.0,0.42104044765189363,0.033385706631079426,252033614.0,Healthcare
ADNT,Adient plc,hold,26.76708972813847,0.5504100419290973,-0.4621171572600098,0.0,0.9019370073924691,0.04312140904418715,1685791699.0,Consumer Cyclical
ADOM,ADOMANI Inc.,strong buy,0.8007262644710594,1.9887612470759073,0.7039823012591935,1.0,0.24166337277145677,-0.0243532097071939,19935921.0,Consumer Cyclical
ADP,Automatic Data Processing Inc.,buy,167.44932804834036,0.3543610488538137,-0.08494329348671292,0.05168678986703634,0.25421120076773707,0.05097335487123589,57627483493.0,Industrials
ADRO,Aduro Biotech Inc.,hold,3.4937947469137374,0.23988312735437617,-0.4621171572600098,0.0,0.5427594668395466,0.09177203502238851,236624170.0,Healthcare
ADS,Alliance Data Systems Corporation,buy,275.4693313133323,0.7643970365114492,0.009656346960031259,0.14196833468200754,0.841418158551323,-0.3481552106875856,9122680729.0,Financial Services
ADSK,Autodesk Inc.,sell,79.00998543965206,-0.35471941792290346,-0.4621171572600098,0.0,0.026540427467386607,0.013388529117268844,29947268235.0,Technology
ADSW,Advanced Disposal Services Inc.,sell,21.538034068178803,-0.04615159770605516,-0.28365722025527085,,0.04856494047517046,0.11026635812950314,2181956193.0,Industrials
ADT,ADT Inc.,buy,21.32546340981008,2.0874470243855674,0.9355580772679939,0.9959031272477599,0.05306423744645672,0.019060953785688284,5444841333.0,Industrials
ADTN,ADTRAN Inc.,buy,16.322431104874234,0.4530741397027254,0.17274357647717964,-0.13114818691351304,0.3008451945245685,0.04316477286203946,561319886.0,Technology
ADUS,Addus HomeCare Corporation,sell,46.08776617906655,-0.18550907596779226,-0.24037786329723665,0.07104723661633416,0.1567060288507458,-0.2500891091116678,818778171.0,Healthcare
ADVM,Adverum Biotechnologies Inc.,hold,3.787273309015322,0.12241956520797243,-0.4342611443081843,0.022229660059091882,0.4559562361499816,0.01102603055463236,225697481.0,Healthcare
ADXS,Advaxis Inc.,buy,1.0490485446519655,2.606768865923725,0.9997674791426987,1.0,0.8209750045381412,-0.28144240050956615,20598362.0,Healthcare
AE,Adams Resources & Energy Inc.,hold,49.60441033312609,0.30553879886392404,-0.35127665675873476,-0.10321209917151009,0.6608218252774887,0.0014684970790062035,173216668.0,Energy
AEE,Ameren Corporation,sell,55.04184521007903,-0.07138815767959132,-0.09430547714084159,-0.0595430684495446,0.014673982791122198,-0.02113290920563249,16013589166.0,Utilities
AEF,Aberdeen Emerging Markets Equity Income Fund Inc.,sell,1.915086142685797,-0.6504861299595084,0.08519669581354083,,,-0.8031516085255,410788400.0,Financial Services
AEG,AEGON N.V.,buy,13.14585123193108,1.7285722709976084,0.7045226758862617,,,0.9565808123588957,9979320222.0,Financial Services
AEGN,Aegion Corp,buy,23.15766779493419,0.3384714059650851,-0.17445226669993996,-0.07147690025429065,0.3766599569528788,0.14027183321398606,588760898.0,Industrials
AEHR,Aehr Test Systems,strong buy,4.579137213034099,2.292213298973648,0.8784110231737379,0.9963239414515068,0.3408512169816911,0.009158334614260966,31588035.0,Technology
AEIS,Advanced Energy Industries Inc.,strong buy,77.05138287334442,0.7690731450676068,0.20831729375883623,0.29319450625660637,0.16355503913486769,0.008871524380960949,1771651202.0,Technology
AEL,American Equity Investment Life Holding Company,sell,5.315142103570649,-0.6674657739583284,-0.029147650261602043,,0.2104033002182728,-0.9996034933069562,2643439779.0,Financial Services
AEM,Agnico Eagle Mines Limited,sell,29.221368959023078,-0.19256698859917887,-0.32009440595940797,0.007386350938648256,0.07242777050872129,-0.025514465261251007,9337333128.0,Basic Materials
AEMD,Aethlon Medical Inc.,sell,0.9205570594258249,-0.25565102649326615,-0.39651064697619864,,0.08539909826718506,-0.012008260536703452,24917298.0,Technology
AEO,American Eagle Outfitters Inc.,buy,25.251058482157962,0.3894834413831503,0.08560551106150194,0.02594404750746504,0.1602242599480519,0.01000579986663408,3475714182.0,Consumer Cyclical
AEP,American Electric Power Company Inc.,sell,61.378551410823384,-0.08128111391045865,-0.015921220706124006,-0.13917587617167615,0.007431683902526354,-0.027797356895449155,36707021082.0,Utilities
AER,AerCap Holdings N.V.,buy,89.28734697710345,1.0812865909057894,0.227102606760486,-0.22262899891453636,0.3915576290651128,0.5403675264180081,6776375260.0,Industrials
AERI,Aerie Pharmaceuticals Inc.,sell,28.07484832238398,-0.2751945672268519,-0.4060105772986612,,0.06348375723285771,-0.00013652991349932808,1941323897.0,Healthcare
AES,The AES Corporation,hold,15.67976532841863,0.08629693924488951,-0.4621171572600098,0.0,0.1798665683985643,0.3010787453538841,10192758202.0,Utilities
AETI,American Electric Technologies Inc.,sell,0.7629204654186499,-0.010089348492262076,-0.4600254124822605,-0.00059143830648134,0.4386795838141533,-0.12084872693704085,8071704.0,Industrials
AEY,ADDvantage Technologies Group Inc.,hold,2.6191182627889673,0.9156928056082602,0.9748860170484719,-0.7068744665797313,0.7426383214856709,-0.16242584909860214,14604838.0,Technology
AEYE,AudioEye Inc.,strong sell,-4.228185614315562,-1.451326998145164,-0.6539295643841798,-0.9172072569335137,0.052178283669141345,0.00016275675093724296,61519982.0,Technology
AEZS,Aeterna Zentaris Inc.,strong buy,12.119193010369656,2.4245697304768514,1.0,1.0,0.15977110533228167,0.12456304381938654,60666404.0,Healthcare
AFB,AllianceBernstein National Municipal Income Fund Inc,buy,15.515040784652681,0.31066115331756955,0.18168628646465823,,,0.061506084100460434,358736801.0,Financial Services
AFG,American Financial Group Inc.,sell,27.079687308028085,-0.5991140105032676,-0.1880050408650038,,0.1199180332324774,-0.6419805800759524,8336247292.0,Financial Services
AFH,Atlas Financial Holdings Inc.,hold,6.686748316938558,-0.23454078750448465,0.011697139440937532,0.3346008926627111,0.2120724172162205,-0.8603800195768047,114356173.0,Financial Services
AFI,Armstrong Flooring Inc.,hold,14.784493929374062,0.21890911993111611,-0.4621171572600098,0.0,0.5856939936401946,0.027863500798480434,331626500.0,Basic Materials
AFIN,American Finance Trust Inc.,sell,11.37364259640595,-0.06365095778185387,-0.29469832452795264,0.03544052724917979,0.061784654182621024,0.06635340256184707,1390562546.0,Real Estate
AFL,AFLAC Incorporated,hold,58.97118901312652,0.42969308832716574,-0.16450508634356487,,0.0492516466950772,0.40593387329100294,34782853273.0,Financial Services
AFMD,Affimed N.V.,sell,2.2233999974195275,-0.2917819384522962,-0.4621171572600098,0.0,0.09909152179041358,0.003774914264849105,216624882.0,Healthcare
AG,First Majestic Silver Corp. (Canada),sell,4.16444133560357,-0.2361363450730391,-0.45545508330857765,-0.0016440606439347416,0.07677675181049715,0.07671726431652526,1158119690.0,Basic Materials
AGCO,AGCO Corporation,buy,77.63211086869194,0.34443639560541117,-0.04437153418248552,0.0030536385963502166,0.3552012182739033,-0.060741904306945704,4849704393.0,Industrials
AGD,Aberdeen Global Dynamic Dividend Fund,hold,9.1078190601574,0.055301652617678665,0.08567306869533464,,,-0.09784019883010686,115707146.0,Financial Services
AGEN,Agenus Inc.,buy,5.58441726823637,0.7648600496935968,-0.055826775672705886,0.6809667230796326,0.0852687450109586,-0.013017425476739342,394785807.0,Healthcare
AGFS,AgroFresh Solutions Inc.,strong buy,6.9787806943253,0.7906245097463521,0.1340143445435269,0.03224575138245789,0.3498135057391225,0.207082125328794,204278801.0,Basic Materials
AGI,Alamos Gold Inc. Class A,buy,4.658033377585456,0.2804983081653299,-0.26500839868736514,0.24038321092305148,0.14190865226371963,0.09574606091347304,1502384087.0,Basic Materials
AGIO,Agios Pharmaceuticals Inc.,sell,40.94120993874754,-0.18324113784148138,-0.3630787979799832,,0.10896601096004632,0.003402866426004625,3178882857.0,Healthcare
AGLE,Aeglea BioTherapeutics Inc.,sell,6.924331583760649,-0.11886123090669724,-0.3309155489570327,,0.17088157735718346,-0.02629604205929892,203917590.0,Healthcare
AGM,Federal Agricultural Mortgage Corporation,strong sell,-46.73190479286551,-1.541241815130735,0.03068596412571223,,-0.999846779754509,-0.7113678692825984,732614891.0,Financial Services
AGM.A,Federal Agricultural Mortgage Corporation,strong sell,-42.89754679631807,-1.5179182880608797,0.09469191474296124,,-0.9999513789587167,-0.7606447083442891,653463660.0,Financial Services
AGMH,AGM Group Holdings Inc.,strong sell,6.622856948773036,-0.6960006119342265,-0.4584154060154272,,0.04826650909854835,-0.35332049776979846,930049540.0,Technology
AGN,Allergan plc,buy,248.461696738273,0.7551817038799508,0.38853272598226596,0.046386932015446636,0.04355915133974264,0.18614464462390745,50343301196.0,Healthcare
AGNC,AGNC Investment Corp.,sell,2.459159339261483,-0.7244941573669166,0.015511189947329695,,0.08158696949006283,-0.9596381628325025,9337311152.0,Real Estate
AGO,Assured Guaranty Ltd.,buy,66.40055520720615,0.822591170782667,0.2875110181330831,,0.009913053883525702,0.39906430834123885,4135825089.0,Financial Services
AGR,Avangrid Inc.,buy,81.46384486656808,0.7438563882908599,0.18238565511252136,0.5352140236976128,0.03104371003048989,-0.08543708286740859,15135078223.0,Utilities
AGRO,Adecoagro S.A.,sell,6.4504679402804985,-0.03288436365194264,-0.40963058813379427,-0.01026906934133709,0.26470089763727755,0.05484561343346028,835701013.0,Consumer Defensive
AGRX,Agile Therapeutics Inc.,buy,0.9015238262234176,0.22297227701471384,-0.06775639469524253,,0.2156414879776516,0.00761840097985389,26821192.0,Healthcare
AGS,PlayAGS Inc.,buy,67.86747338546081,1.7638324452657923,0.6537937873122299,0.9415597987169244,0.06399693841755094,0.037013138066636087,888638906.0,Consumer Cyclical
AGTC,Applied Genetic Technologies Corporation,strong buy,6.729055212377112,1.1702985366202985,0.17824657431827595,,0.7316065326546766,0.19297664689489502,58028778.0,Healthcare
AGX,Argan Inc.,strong buy,104.79646525441674,1.743249515266917,0.49537520772863,0.6875155045966099,0.33965593929900306,0.10393117430098853,621271688.0,Industrials
AGYS,Agilysys Inc.,sell,13.333427496602779,-0.0014259451384164845,-0.1621609547664412,-0.0005518776477345666,0.09360058322514986,0.0002175212981585517,336925414.0,Technology
AHC,A.H. Belo Corporation (TX),buy,8.709090372313124,1.1808419459205959,0.8800436295421026,-0.6528349754787348,0.45883851585038693,0.38754577587508443,90899453.0,Consumer Cyclical
AHH,Armada Hoffler Properties Inc.,strong sell,10.878755951793488,-0.18592659705129605,-0.22169834753939277,0.08040886275839654,0.09451996022705744,-0.21867571840396205,734987600.0,Real Estate
AHL,Aspen Insurance Holdings Limited,sell,37.89043041567849,-0.03571629616640154,0.05021507180879792,,0.20074316513815305,-0.3541433158658034,2522274385.0,Financial Services
AHPI,Allied Healthcare Products Inc.,buy,3.047735356689396,0.671540023115291,-0.04946181853399023,-0.0845895482553376,0.6417442499084316,0.09637835724373645,7625720.0,Healthcare
AHT,Ashford Hospitality Trust Inc,buy,8.97214077193337,0.9683460649417243,0.03153545417889658,0.04370003433674863,0.5058213909647016,0.31982040270892664,476901390.0,Real Estate
AI,Arlington Asset Investment Corp Class A (new),sell,6.054207858573017,-0.17195234054239622,0.1421446684171095,,0.0665519084236621,-0.4481177001356187,241551342.0,Financial Services
AIG,American International Group Inc.,buy,72.74956752577523,0.8137378064148427,0.2939161179174974,,0.04234403349345661,0.4100088722514379,36854455260.0,Financial Services
AIHS,Senmiao Technology Limited,sell,2.5615990144509557,-0.30159549940248603,-0.4197665214013343,,0.04822483542500433,0.002477403821393054,105070364.0,Financial Services
AIMC,Altra Industrial Motion Corp.,hold,26.60309295502504,0.02569756433726625,-0.11483428838195031,-0.08028371150971358,0.10126064312250094,0.03756409515245629,1816583220.0,Industrials
AIMT,Aimmune Therapeutics Inc.,sell,15.654338820957332,-0.3217493670346216,-0.39877347393459095,,0.0822293575122528,-0.07267403336473433,1588245914.0,Healthcare
AIN,Albany International Corporation,buy,78.87078110175655,0.24145865802615946,-0.08796379134249788,0.11233554974221871,0.1346789984688257,-0.002078758896468802,2195074000.0,Consumer Cyclical
AINC,Ashford Inc. (Holding Company),sell,47.15415119356143,-0.04484011797116666,-0.4621171572600098,0.0,0.33576444271849804,0.014043813817894213,126994250.0,Financial Services
AINV,Apollo Investment Corporation,buy,37.794327757600286,1.8208074749261143,0.9132127378901969,,0.031517103707906946,0.7075036852510392,334992776.0,Financial Services
AIPT,Precision Therapeutics Inc.,sell,0.799257177276295,0.008740300227846057,-0.2625871444381165,0.030779422923872257,0.08772812157961996,0.08535111741001944,11965656.0,Healthcare
AIR,AAR Corp.,buy,53.33561056513904,0.4338951613034436,-0.03082042881871161,-0.014136781313853541,0.35821494728146774,0.0353038447762315,1388205000.0,Industrials
AIRG,Airgain Inc.,buy,20.370346948240673,0.9765922080795992,0.6688157949414952,0.5127790621214174,0.19129611717083184,-0.4637675489065961,105789966.0,Technology
AIRI,Air Industries Group,buy,1.157644332014884,0.3333455810191365,-0.4621171572600098,0.0,0.48865712923363436,0.23933682629306108,25371766.0,Industrials
AIRT,Air T Inc.,hold,18.18728783222616,-0.28054561920587073,-0.07404659940674996,0.2771413378796863,0.3983717522924517,-0.9699634410353131,58452883.0,Industrials
AIT,Applied Industrial Technologies Inc.,buy,78.12163155340392,0.45023549269534857,0.13802377685506806,-0.053336230099867654,0.23375300044061587,0.02941368940535538,2246217254.0,Industrials
AIV,Apartment Investment and Management Company,sell,38.02318517949588,-0.029540777537316834,-0.23459033064045254,-0.04659674918751877,0.007376699146114607,0.11095668582267315,7069361653.0,Real Estate
AIZ,Assurant Inc.,hold,97.42805476132249,0.16673693081925922,-0.04394534302955211,,0.11322953986676021,-0.016918083623528313,5744953302.0,Financial Services
AJG,Arthur J. Gallagher & Co.,hold,87.19172433519279,0.2881319344089363,-0.12576142936575319,0.08327565340602816,0.2804391324101243,-0.03861739585627566,13351500400.0,Financial Services
AJRD,Aerojet Rocketdyne Holdings Inc.,sell,31.64537843760132,-0.05807667431831909,-0.3152952853616344,0.013554496598997323,0.14732130856279602,0.01810338952302115,2868912000.0,Industrials
AJX,Great Ajax Corp.,hold,5.156227243101291,-0.46967692580193626,0.1890376461902703,,0.2156895700809769,-0.9999998031549763,240233097.0,Real Estate
AKAM,Akamai Technologies Inc.,hold,69.8535054902985,0.18556270693466348,-0.055461750714624336,0.06293141486574383,0.08490027060513894,0.014658678402196479,10276846241.0,Technology
AKAO,Achaogen Inc.,buy,1.5777412587731634,0.20253443654609365,-0.4621171572600098,0.0,0.4863740859217378,0.11080872513191475,63540389.0,Healthcare
AKBA,Akebia Therapeutics Inc.,sell,3.607524667253945,-0.35347428831433164,-0.3817692198152868,,0.2663654919710603,-0.30553934322255605,728209237.0,Healthcare
AKCA,Akcea Therapeutics Inc.,sell,18.041119976873553,-0.3669788668753374,-0.4223790783014042,,0.057769179994384245,-0.0698377513207683,2847377253.0,Healthcare
AKER,Akers Biosciences Inc.,sell,1.0341489430353927,-0.16077827468382316,-0.4621171572600098,0.0,0.23229700830978306,0.0015730915139526847,16715198.0,Healthcare
